Parameter,Estimation Model,Model Specification,Percent Mobility,Cluster Correlation,ICC,Population Parameter,Mean(Est),SD(EST),Mean(SE),MSE,Coverage,Mean(ESS)
rp_int_v1,HLM,Null,0.5,0,0.3,2.3333333333333335,2.4869231141858164,0.07997362725808632,0.07134382655414064,0.023589820782313715,0.439,2500
rp_int_v1,HLM,Null,0.5,0.25,0.05,19,19.15925600460879,0.5697662813715905,0.5488371666896191,0.025362475003954613,0.932,2453.7877813312507
rp_int_v1,HLM,Null,0.5,0.25,0.15,5.666666666666666,5.792022859622913,0.1741511738497802,0.16611183175841393,0.01571417511248372,0.88,2499.3451610784346
rp_int_v1,HLM,Null,0.5,0.25,0.3,2.3333333333333335,2.45109901553562,0.0758250879338414,0.07031819445010727,0.013868755904569954,0.619,2500
rp_int_v1,HLM,L2,0,0,0.05,19,19.05358844291383,0.5573453785792454,0.5425742807509046,0.0028717212139289625,0.949,2389.14511687972
rp_int_v1,HLM,L2,0,0,0.15,5.666666666666666,5.6732513586044515,0.1641750821301878,0.16233416249718344,4.3358167915536524e-5,0.96,2477.520749715013
rp_int_v1,HLM,L2,0,0,0.3,2.3333333333333335,2.3336529321653954,0.06537327616790509,0.06684120125347488,1.0214341345532793e-7,0.958,2499.72126120512
rp_int_v1,HLM,L2,0,0.25,0.05,19,19.054287730052074,0.5572360811019512,0.5425927404800353,0.0029471576342068938,0.949,2388.747519372258
rp_int_v1,HLM,L2,0,0.25,0.15,5.666666666666666,5.673230870294306,0.16418038703135635,0.162335561239165,4.3088769265123415e-5,0.96,2476.5789542672314
rp_int_v1,HLM,L2,0,0.25,0.3,2.3333333333333335,2.333653383542865,0.06537433370054646,0.06684324129144545,1.0243213662116949e-7,0.958,2499.2255186037123
rp_int_v1,HLM,L2,0.25,0,0.05,19,19.050483831524783,0.5698150143276884,0.5416148464566706,0.0025486172454226826,0.931,2405.928775012265
rp_int_v1,HLM,L2,0.25,0,0.15,5.666666666666666,5.691276381077114,0.1695957898744009,0.16283115394423123,6.056380433638126e-4,0.939,2450.3172333536063
rp_int_v1,HLM,L2,0.25,0,0.3,2.3333333333333335,2.3542131961366755,0.06713218829606472,0.06743222899095695,4.3596867068638383e-4,0.948,2499.1564279281683
rp_int_v1,HLM,L2,0.25,0.25,0.05,19,19.050820013036805,0.5698054473344933,0.5415906713535262,0.0025826737250610582,0.932,2410.833331219026
rp_int_v1,HLM,L2,0.25,0.25,0.15,5.666666666666666,5.691527430984557,0.16959509393356775,0.16283710382641295,6.180576024697264e-4,0.941,2451.9438875686606
rp_int_v1,HLM,L2,0.25,0.25,0.3,2.3333333333333335,2.3543906181172853,0.06718572746948857,0.0674358783926516,4.434092424724504e-4,0.949,2498.6453763111413
rp_int_v1,HLM,L2,0.5,0,0.05,19,19.08507258587467,0.5642851135150275,0.5416035965113044,0.007237344867403089,0.937,2435.595393417539
rp_int_v1,HLM,L2,0.5,0,0.15,5.666666666666666,5.711911594310794,0.16916597527257107,0.1633329977491649,0.00204710347752238,0.931,2402.274279330481
rp_int_v1,HLM,L2,0.5,0,0.3,2.3333333333333335,2.364380592331566,0.06765900293791763,0.06769704998919068,9.639322913033404e-4,0.937,2495.850962292311
rp_int_v1,HLM,L2,0.5,0.25,0.05,19,19.085513074731676,0.564036213793246,0.541581722113841,0.007312485950065151,0.936,2442.640196272471
rp_int_v1,HLM,L2,0.5,0.25,0.15,5.666666666666666,5.712160180063539,0.16912157125310787,0.16332860350972575,0.002069659761191465,0.933,2406.9321940484974
rp_int_v1,HLM,L2,0.5,0.25,0.3,2.3333333333333335,2.3644412706754983,0.06760783421350545,0.06769718028959555,9.677037656840494e-4,0.937,2496.106809488466
rp_int_v1,HLM,L1 & L2,0,0,0.05,2,1.9997016200084514,0.056071178753911176,0.05786189745281041,8.903061935653112e-8,0.962,2500.280066378207
rp_int_v1,HLM,L1 & L2,0,0,0.15,2,1.9997015837538548,0.05607115678964612,0.057861849324586295,8.90522559634158e-8,0.962,2500.280066378207
rp_int_v1,HLM,L1 & L2,0,0,0.3,2,1.9997015837538545,0.05607115678964651,0.057861849324586295,8.905225596354832e-8,0.962,2500.280066378207
rp_int_v1,HLM,L1 & L2,0,0.25,0.05,2,1.99970159870784,0.05607255611398,0.05786263904498021,8.904333116280399e-8,0.962,2499.9999999999995
rp_int_v1,HLM,L1 & L2,0,0.25,0.15,2,1.9997013308386444,0.05607239363503825,0.05786250447413547,8.920326794483903e-8,0.962,2500
rp_int_v1,HLM,L1 & L2,0,0.25,0.3,2,1.9997013840875282,0.056072425831852186,0.05786252722803505,8.917146318137909e-8,0.962,2500
rp_int_v1,HLM,L1 & L2,0.25,0,0.05,2,2.0210934258343585,0.057169518900669326,0.05848421752831208,4.449326134295813e-4,0.946,2498.5565766920763
rp_int_v1,HLM,L1 & L2,0.25,0,0.15,2,2.021103134058172,0.0571703985962854,0.058484914851177836,4.45342267077188e-4,0.946,2498.556576692076
rp_int_v1,HLM,L1 & L2,0.25,0,0.3,2,2.021103134058172,0.057170398596285366,0.05848491485117783,4.45342267077188e-4,0.946,2498.556576692076
rp_int_v1,HLM,L1 & L2,0.25,0.25,0.05,2,2.0212748399674685,0.0572434965459472,0.05848820049871582,4.526188156413944e-4,0.945,2499.2902341437302
rp_int_v1,HLM,L1 & L2,0.25,0.25,0.15,2,2.0212748399674685,0.05724349654594684,0.05848820049871582,4.526188156413944e-4,0.945,2499.29023414373
rp_int_v1,HLM,L1 & L2,0.25,0.25,0.3,2,2.0212748399674685,0.05724349654594711,0.05848820049871583,4.526188156413944e-4,0.945,2499.29023414373
rp_int_v1,HLM,L1 & L2,0.5,0,0.05,2,2.0289848808437627,0.05699940468809253,0.05870065617374311,8.401233175271229e-4,0.938,2498.072380949814
rp_int_v1,HLM,L1 & L2,0.5,0,0.15,2,2.028971127835361,0.05699902770646446,0.058700011959784186,8.393262480528186e-4,0.938,2498.072380949814
rp_int_v1,HLM,L1 & L2,0.5,0,0.3,2,2.028971127835361,0.056999027706464395,0.05870001195978419,8.393262480528186e-4,0.938,2498.0723809498145
rp_int_v1,HLM,L1 & L2,0.5,0.25,0.05,2,2.028988036996587,0.056898004600486426,0.0587010337185264,8.403062889155049e-4,0.937,2499.139188864444
rp_int_v1,HLM,L1 & L2,0.5,0.25,0.15,2,2.0289880369965876,0.05689800460048637,0.05870103371852641,8.403062889155306e-4,0.937,2499.1391888644434
rp_int_v1,HLM,L1 & L2,0.5,0.25,0.3,2,2.028988036996587,0.05689800460048628,0.05870103371852642,8.403062889155049e-4,0.937,2499.1391888644434
rp_int_v1,MMREM,Null,0,0,0.05,19,19.02063495863723,0.5564814121113237,0.5453645239764758,4.258015179602422e-4,0.952,2491.3286400304282
rp_int_v1,MMREM,Null,0,0,0.15,5.666666666666666,5.669884836531206,0.16388678963170797,0.16272141423830658,1.035661727703154e-5,0.959,2499.8543107216774
rp_int_v1,MMREM,Null,0,0,0.3,2.3333333333333335,2.333237001833265,0.0653476834510325,0.06697691099651819,9.27975790542442e-9,0.959,2500.0000000000005
rp_int_v1,MMREM,Null,0,0.25,0.05,19,19.02099765129837,0.5562468576369537,0.5454105942752909,4.4090136004791374e-4,0.952,2487.950671594446
rp_int_v1,MMREM,Null,0,0.25,0.15,5.666666666666666,5.669912700136965,0.16388353673855363,0.16273025231998461,1.0536733290303193e-5,0.959,2500
rp_int_v1,MMREM,Null,0,0.25,0.3,2.3333333333333335,2.333242887439094,0.06534998565700346,0.06697954528364505,8.180459784774646e-9,0.959,2500
rp_int_v1,MMREM,Null,0.25,0,0.05,19,19.001762190855725,0.5704858580222533,0.5449768299883343,3.1053166120017426e-6,0.931,2489.2880806274998
rp_int_v1,MMREM,Null,0.25,0,0.15,5.666666666666666,5.665521977574262,0.16787388059026978,0.16268196114871047,1.3103131182698494e-6,0.944,2499.9999999999995
rp_int_v1,MMREM,Null,0.25,0,0.3,2.3333333333333335,2.3337405883059055,0.06622684698890868,0.06702921552349513,1.658566126846131e-7,0.958,2500
rp_int_v1,MMREM,Null,0.25,0.25,0.05,19,18.999314133404287,0.57037402983932906,0.5447566338973007,4.704129871152634e-7,0.93,2486.330425359284
rp_int_v1,MMREM,Null,0.25,0.25,0.15,5.666666666666666,5.665145132060735,0.16786336563635668,0.16263762127673576,2.3150675570468426e-6,0.944,2499.7208843071066
rp_int_v1,MMREM,Null,0.25,0.25,0.3,2.3333333333333335,2.333666825840004,0.06622392038115267,0.06701886078669224,1.1121725200535624e-7,0.958,2500
rp_int_v1,MMREM,Null,0.5,0,0.05,19,19.035820460088246,0.5618349547939785,0.5458546150982223,0.0012831053609336182,0.941,2475.5530498002163
rp_int_v1,MMREM,Null,0.5,0,0.15,5.666666666666666,5.673313380332275,0.1667409767577609,0.16291990751780466,4.417880255259616e-5,0.946,2499.3325526807885
rp_int_v1,MMREM,Null,0.5,0,0.3,2.3333333333333335,2.332794641893172,0.06633911727719237,0.06701972791269953,2.9018846770302997e-7,0.954,2499.9999999999995
rp_int_v1,MMREM,Null,0.5,0.25,0.05,19,19.028523280807384,0.561192608411693,0.5454465646089905,8.135775480168981e-4,0.945,2484.3362045920276
rp_int_v1,MMREM,Null,0.5,0.25,0.15,5.666666666666666,5.672239468810649,0.16664549056906072,0.16285259048155998,3.105612373598315e-5,0.947,2499.4004143826824
rp_int_v1,MMREM,Null,0.5,0.25,0.3,2.3333333333333335,2.3325801563333797,0.06632305677983857,0.06700526026731743,5.672755932594192e-7,0.954,2500.0000000000005
rp_int_v1,MMREM,L2,0,0,0.05,19,19.053374426754328,0.5573419768846379,0.5429050599945751,0.002848829431353091,0.949,2360.28307095536
rp_int_v1,MMREM,L2,0,0,0.15,5.666666666666666,5.673182522574662,0.16417333247538776,0.16243872287678188,4.245637821377034e-5,0.96,2471.4870509494885
rp_int_v1,MMREM,L2,0,0,0.3,2.3333333333333335,2.3336262421298026,0.06537257496134155,0.06688231733864307,8.579556304900537e-8,0.958,2498.7990356193836
rp_int_v1,MMREM,L2,0,0.25,0.05,19,19.054072683423595,0.557233045942566,0.5429252281934321,0.0029238550926282956,0.949,2362.0043663722176
rp_int_v1,MMREM,L2,0,0.25,0.15,5.666666666666666,5.6731618750198445,0.16417855829726027,0.16244029729425516,4.218773155119853e-5,0.96,2472.2315393982344
rp_int_v1,MMREM,L2,0,0.25,0.3,2.3333333333333335,2.3336266377259953,0.06537359084735662,0.06688441515897807,8.602746675473182e-8,0.958,2498.9485504480094
rp_int_v1,MMREM,L2,0.25,0,0.05,19,19.030599020739754,0.5699234702688474,0.5418331068138991,9.363000702318656e-4,0.93,2375.6985380687483
rp_int_v1,MMREM,L2,0.25,0,0.15,5.666666666666666,5.6696431730226,0.16835416579804577,0.16234520320738807,8.859590086912492e-6,0.944,2461.406272555184
rp_int_v1,MMREM,L2,0.25,0,0.3,2.3333333333333335,2.3342227669693405,0.06625664787691783,0.06692085665462559,7.910921928606679e-7,0.958,2498.11745895163
rp_int_v1,MMREM,L2,0.25,0.25,0.05,19,19.03039045994278,0.5699683719586287,0.5418274464592558,9.235800555336889e-4,0.931,2373.5038324897077
rp_int_v1,MMREM,L2,0.25,0.25,0.15,5.666666666666666,5.669597850653093,0.16837338023043785,0.16234701883097385,8.591839562287379e-6,0.943,2461.2955876128394
rp_int_v1,MMREM,L2,0.25,0.25,0.3,2.3333333333333335,2.334214977456838,0.06625899332649496,0.06692087826960941,7.772963605099187e-7,0.959,2498.7650674730717
rp_int_v1,MMREM,L2,0.5,0,0.05,19,19.06075281932022,0.5625229447061135,0.5419201463648999,0.003690905055355462,0.939,2401.0837391692007
rp_int_v1,MMREM,L2,0.5,0,0.15,5.666666666666666,5.678352075856656,0.16726916114809834,0.1625691890828094,1.3654878793750933e-4,0.942,2428.2600963265795
rp_int_v1,MMREM,L2,0.5,0,0.3,2.3333333333333335,2.3333349945711173,0.06634189610383676,0.06688691196114918,2.7597109742543047e-12,0.953,2497.7851893432944
rp_int_v1,MMREM,L2,0.5,0.25,0.05,19,19.061003079437917,0.5623193522060217,0.5418898852200099,0.0037213757009088183,0.936,2404.944129829923
rp_int_v1,MMREM,L2,0.5,0.25,0.15,5.666666666666666,5.678415924035659,0.16728352835728325,0.1625708121237488,1.3804504872283146e-4,0.942,2425.458461592435
rp_int_v1,MMREM,L2,0.5,0.25,0.3,2.3333333333333335,2.333342453646485,0.06634281432284456,0.06688739503258846,8.31801119790033e-11,0.953,2497.8645919197243
rp_int_v1,MMREM,L1 & L2,0,0,0.05,2,1.9996836153123532,0.056070641720424905,0.05784707760353046,1.0009927057738298e-007,0.962,2500
rp_int_v1,MMREM,L1 & L2,0,0,0.15,2,1.9996835873413359,0.05607062477428468,0.057847032392273554,1.0011697056289146e-7,0.962,2500
rp_int_v1,MMREM,L1 & L2,0,0,0.3,2,1.9996835873413357,0.05607062477428475,0.05784703239227357,1.0011697056303198e-7,0.962,2500
rp_int_v1,MMREM,L1 & L2,0,0.25,0.05,2,1.999683638164854,0.05607205485282749,0.05784787566227721,1.0008481073697694e-7,0.962,2500
rp_int_v1,MMREM,L1 & L2,0,0.25,0.15,2,1.9996833717245848,0.05607189323132546,0.05784774392255927,1.0025346479242379e-7,0.962,2500
rp_int_v1,MMREM,L1 & L2,0,0.25,0.3,2,1.9996834287518774,0.056071927717380274,0.05784776625957102,1.0021735513787909e-7,0.962,2500
rp_int_v1,MMREM,L1 & L2,0.25,0,0.05,2,2.0013608861013203,0.0564647296608649,0.05789939047584311,1.8520109807668927e-6,0.955,2499.5332175126455
rp_int_v1,MMREM,L1 & L2,0.25,0,0.15,2,2.001360358290644,0.05646479330807476,0.05789968192589269,1.8505746789234529e-6,0.955,2499.533217512645
rp_int_v1,MMREM,L1 & L2,0.25,0,0.3,2,2.0013603582906434,0.056464793308074586,0.05789968192589269,1.8505746789222446e-6,0.955,2499.5332175126455
rp_int_v1,MMREM,L1 & L2,0.25,0.25,0.05,2,2.0013600125334383,0.056466176232215566,0.05790011651763401,1.849634091109304e-6,0.955,2499.299854861562
rp_int_v1,MMREM,L1 & L2,0.25,0.25,0.15,2,2.0013600125334383,0.0564661762322157,0.05790011651763401,1.849634091109304e-6,0.955,2499.2998548615615
rp_int_v1,MMREM,L1 & L2,0.25,0.25,0.3,2,2.0013600125334388,0.05646617623221551,0.057900116517634014,1.8496340911105121e-6,0.955,2499.299854861562
rp_int_v1,MMREM,L1 & L2,0.5,0,0.05,2,1.9981202111597733,0.055431391672761836,0.057798355262234376,3.533606083840689e-6,0.959,2499.482831453217
rp_int_v1,MMREM,L1 & L2,0.5,0,0.15,2,1.998119420905764,0.05543142237731311,0.05779822193175663,3.5365777296774986e-6,0.959,2499.4828314532165
rp_int_v1,MMREM,L1 & L2,0.5,0,0.3,2,1.998119420905764,0.05543142237731306,0.057798221931756634,3.5365777296774986e-6,0.959,2499.4828314532165
rp_int_v1,MMREM,L1 & L2,0.5,0.25,0.05,2,1.9981287445942302,0.05543435795248384,0.057800681511725446,3.501596793622784e-6,0.959,2498.8335189147974
rp_int_v1,MMREM,L1 & L2,0.5,0.25,0.15,2,1.9981287445942302,0.05543435795248383,0.05780068151172543,3.501596793622784e-6,0.959,2498.833518914797
rp_int_v1,MMREM,L1 & L2,0.5,0.25,0.3,2,1.9981287445942304,0.05543435795248373,0.05780068151172545,3.5015967936219528e-6,0.959,2498.833518914797
